company;Contacté;Notes;website_url;activity_sector;attributed_sale;status
Majordome Formation Sap;;;https://www.majordomeformationsap.com/;Formation/Education;;
Sportfive;;;https://sportfive.com/;Other;;
Association Diocésaine De Paris;;;https://dioceseparis.fr/-mentions-legales-.html;Other;;
Siaci Saint Honore;;;https://www.s2hetvous.com/fr/accueil.html;Other;;
Thr Consulting;;;https://thrconsulting.org.uk/;Other;;
Eql;;;https://www.ecoleql.fr/;Formation/Education;;
Domaliance;;;https://www.google.com;Other;;
Fédération Soliha;;;https://www.google.com;Other;;
Intersport;;;https://www.google.com;Other;;
Eric Bompard;;;https://www.eric-bompard.com/fr_fr;Other;;
The Myers-Briggs Company Limited;;;https://www.themyersbriggs.com/;Formation/Education;;
U Enseigne;;;https://www.magasins-u.com/decouvrir-u/cooperative-u/qui-sommes-nous;Other;;
Ravimo Sas;;;https://ravimoshark.com/;Other;;
Coton Doux;;;https://www.cotondoux.com/;Other;;
Uni-Presse;;;https://www.unipresse.com/;Other;;
Elleboss;;;https://elleboss.fr/;Formation/Education;;
Transvins Distribution;;;https://www.transvins-distribution.com/;Other;;
Audition;;;https://en.wikipedia.org/wiki/Audition_(1999_film);Other;;
Ubiquid;;;https://www.ubiquid.fr/;Formation/Education;;
Jungheinrich;;;https://www.jungheinrich.fr/;Other;;
The Kooples;;;https://www.thekooples.com/;Other;;
Aigle;;;https://www.aigle.com/fr/fr;Other;;
Julhiet Sterwen;;;https://www.julhiet-sterwen.com/en/;Other;;
Cmp Design & Build;;;https://cmp-db.fr/;Recruitment;;
1001 Intérims;;;https://www.1001interims.com/;Recruitment;;
Orange;;;https://www.orange.fr/portail;Formation/Education;;
Histoire & Patrimoine;;;https://www.histoire-patrimoine.fr/;Other;;
Arche Formation;;;https://www.arche-hypnose.com/;Formation/Education;;
Hilti;;;https://www.hilti.fr/;Other;;
Gs4;;;https://www.gs4.fr/;Recruitment;;
Zcomme For Lbc - Hunteed;;;https://fr.indeed.com/q-zcomme-for-lbc-hunteed-l-paris-(75)-emplois.html;Recruitment;;
Amorino;;;https://www.amorino.com/;Other;;
Juste A Temps Gourmet;;;https://www.justeatemps-gourmet.com/;Other;;
Cogedim;;;https://www.cogedim.com/;Other;;
Bouygues Construction Matériel;;;https://carrieres.bouygues-construction.com/fr/nos-metiers/materiel-equipement;Formation/Education;;
Nhc;;;https://www.nhc.noaa.gov/;Other;;
Parisien Vôtre;;;https://www.parisiennementvotre.fr/;Other;;
Kardex;;;https://www.kardex.com/en/;Other;;
Adaa Consulting;;;http://www.adaaconsultants.com/;Other;;
Bsh;;;https://www.bsh-group.com/;Recruitment;;
Fad Ex Conseil;;;https://www.fedex.com/fr-fr/customer-support.html;Formation/Education;;
Semmaris;;;https://www.rungisinternational.com/missions;Other;;
Oniam;;;https://www.oniam.fr/;Other;;
Althémis;;;https://althemis.fr/;Other;;
Crédit Agricole Consumer Finance;;;https://www.ca-consumerfinance.com/;Other;;
Eiffage Énergie Systèmes;;;https://www.eiffageenergiesystemes.com/;Other;;
Voltalia;;;https://www.voltalia.com/;Other;;
Ab Inbev;;;https://www.ab-inbev.com/;Other;;
Esmd;;;https://esmd-droit.fr/;Formation/Education;;
Interforum;;;https://www.interforum.fr/;Other;;
Selarl Schaeffer Avocats;;;https://schaeffer-avocats.com/;Other;;
Warner Bros. Discovery;;;https://wbd.com/;Other;;
Spl Carreau Du Temple;;;https://www.lecarreaudutemple.eu/;Other;;
Lefèvre Pelletier & Associés;;;https://www.lpalaw.com/;Other;;
Mk2;;;https://www.mk2.com/;Other;;
Bdo France;;;https://www.bdo.fr/;Formation/Education;;
Mediapart;;;https://www.mediapart.fr/;Other;;
The Walt Disney Company (Emea);;;https://thewaltdisneycompany.eu/;Other;;
Filhet-Allard;;;https://www.filhetallard.com/en/;Recruitment;;
Fraîche Cancan;;;https://www.fraichecancan.com/;Other;;
Talentside;;;https://talentside.fr/;Recruitment;;
Altam;;;https://www.altam.fr/;Formation/Education;;
La Salle Saint Nicolas;;;https://www.st-nicolas.org/;Formation/Education;;
Silver Alliance;;;https://www.silveralliance.com/;Other;;
Visiativ;;;https://www.visiativ.com/en/;Other;;
Avipsy;;;https://www.avipsy.fr/;Other;;
Sysco France;;;https://sysco.fr/;Other;;
Quaternaire;;;https://fr.wikipedia.org/wiki/Quaternaire#:~:text=Le%20Quaternaire%2C%20anciennement%20l'%C3%A8re,l'%C3%A9chelle%20des%20temps%20g%C3%A9ologiques.;Formation/Education;;
Sully Group;;;https://www.sully-group.com/;Other;;
Movework;;;https://www.google.com;Other;;
Smile Group;;;https://www.google.com;Recruitment;;
Fastroad;;;https://www.google.com;Other;;
Terres De Cafe;;;https://www.google.com;Other;;
Insia;;;https://www.google.com;Formation/Education;;
Manomano;;;https://www.google.com;Formation/Education;;
Flichy Grangé Avocats;;;https://www.google.com;Other;;
Française Des Jeux;;;https://www.google.com;Other;;
Ippon Technologies;;;https://www.google.com;Other;;
Medquest;;;https://www.google.com;Recruitment;;
Agregio Groupe Edf;;;https://www.google.com;Other;;
Ergalis Banque Assurance;;;https://www.google.com;Other;;
Nouveau;;;https://www.google.com;Other;;
2S;;;https://www.google.com;Other;;
Swiss Life Banque Privée;;;https://www.google.com;Other;;
Ayming;;;https://www.google.com;Other;;
Eurotitres;;;https://www.google.com;Recruitment;;
Genius Career;;;https://www.google.com;Recruitment;;
Zcomme For Recygo;;;https://www.google.com;Recruitment;;
Atlas;;;https://www.google.com;Formation/Education;;
Franfinance;;;https://www.google.com;Other;;
Ho&C;;;https://www.google.com;Recruitment;;
Dauphine Patrimoine;;;https://www.google.com;Recruitment;;
Alf;;;https://www.google.com;Other;;
Sienna Investment Managers;;;https://www.google.com;Other;;
Afd;;;https://www.google.com;Formation/Education;;
Oddo Bhf;;;https://www.google.com;Recruitment;;
Axa Partners;;;https://www.google.com;Other;;
Societe Auxiliaire De Garanties;;;https://www.google.com;Other;;
Swiss Life Asset Managers;;;https://www.google.com;Other;;
Heineken;;;https://www.google.com;Other;;
Pi Electronique;;;https://www.google.com;Other;;
Atl Invest;;;https://www.google.com;Other;;
My Little Paris;;;https://www.google.com;Other;;
Newnet3D;;;https://www.google.com;Formation/Education;;
Ceva Logistics;;;https://www.google.com;Other;;
Normal;;;https://www.google.com;Other;;
Siège Fnac Darty;;;https://www.google.com;Other;;
Rudyard & Jones Conseils;;;https://www.google.com;Recruitment;;
Cabinet Médical Ipso;;;https://www.google.com;Other;;
Air France Klm;;;https://www.google.com;Other;;
Haddad Brands Europe;;;https://www.google.com;Recruitment;;
Groupe La Bonbonnière;;;https://www.google.com;Recruitment;;
Optic 2000;;;https://www.google.com;Other;;
Aramisauto;;;https://www.google.com;Other;;
Castimm Investissements;;;https://www.google.com;Other;;
Sames Kremlin;;;https://www.google.com;Formation/Education;;
Jacadi;;;https://www.google.com;Other;;
Compagnie Des Cuirs Precieux;;;https://www.google.com;Other;;
Wonderbox;;;https://www.google.com;Other;;
Darty Sas;;;https://www.google.com;Other;;
3C Ip Connect;;;https://www.google.com;Other;;
Calypse;;;https://www.google.com;Other;;
Qbs Software;;;https://www.google.com;Other;;
Fsd;;;https://www.google.com;Other;;
Geiq-Aero;;;https://www.google.com;Formation/Education;;
Rosabatiment;;;https://www.google.com;Other;;
Lcmh Groupe;;;https://www.google.com;Other;;
Kass;;;https://www.google.com;Other;;
Dl Développement;;;https://www.google.com;Other;;
Université Paris-Saclay;;;https://www.google.com;Formation/Education;;
Paris Sud Appart Hotel;;;https://www.google.com;Other;;
Renovbat;;;https://www.google.com;Other;;
Cig Grande Couronne;;;https://www.google.com;Other;;
Financière Magellan;;;https://www.google.com;Other;;
Batimpro Charrier;;;https://www.google.com;Other;;
Association Vivre;;;https://www.google.com;Formation/Education;;
Aareon;;;https://www.google.com;Other;;
Kai France;;;https://www.google.com;Recruitment;;
Isoclean;;;https://www.google.com;Other;;
Skystone;;;https://www.google.com;Other;;
Maisons Quality;;;https://www.google.com;Other;;
Acorus;;;https://www.google.com;Other;;
Cider;;;https://www.google.com;Other;;
Karavel Groupe;;;https://www.google.com;Other;;
Bnp Paribas Real Estate;;;https://www.google.com;Other;;
Sony Music;;;https://www.google.com;Other;;
Somone;;;https://www.google.com;Formation/Education;;
Beiersdorf S.A.S. (France);;;https://www.google.com;Other;;
Apéro Cheers;;;https://www.google.com;Other;;
Sc Johnson;;;https://www.google.com;Other;;
Orapi;;;https://www.google.com;Other;;
Société Générale Private Banking;;;https://www.google.com;Other;;
Lateliers;;;https://www.google.com;Other;;
Jacquet Brossard Distribution;;;https://www.google.com;Other;;
Neocornert;;;https://www.google.com;Other;;
Bowe Systec;;;https://www.google.com;Other;;
Core Paris;;;https://www.google.com;Other;;
Announces;;;https://www.google.com;Other;;
Ofi One;;;https://www.google.com;Formation/Education;;
Compagnie Francaise De L'Orient Et De La Chine;;;https://www.google.com;Other;;
Disney;;;https://www.google.com;Other;;
Luxury Of Retail;;;https://www.google.com;Recruitment;;
Ues Godf Sogofim;;;https://www.google.com;Other;;
La Ville De Neuilly Sur Marne;;;https://www.google.com;Other;;
Aew;;;https://www.google.com;Other;;
Ucpa;;;https://www.google.com;Recruitment;;
Mediasite;;;https://www.google.com;Formation/Education;;
Avanci;;;https://www.google.com;Recruitment;;
Benedic;;;https://www.google.com;Other;;
Y&M Consulting;;;https://www.google.com;Recruitment;;
Centre Médical Et De Prévention Ellasanté / Fondation Pileje;;;https://www.google.com;Formation/Education;;
Destina Work;;;https://www.google.com;Recruitment;;
Matchmaker;;;https://www.google.com;Other;;
Saria France;;;https://www.google.com;Other;;
Family Sphere Levallois;;;https://www.google.com;Other;;
France Métiers;;;https://www.google.com;Formation/Education;;
Groupe Vyv;;;https://www.google.com;Other;;
Sofitel;;;https://www.google.com;Other;;
Laboratoire De Biologie Médicale La Scala Groupe;;;https://www.google.com;Recruitment;;
Clariane;;;https://www.google.com;Other;;
Annoncesatlas;;;https://www.google.com;Recruitment;;
Velatia Careers;;;https://www.google.com;Recruitment;;
Cityone - Events;;;https://www.google.com;Recruitment;;
Accorhotel;;;https://www.google.com;Formation/Education;;
Azaleo;;;https://www.google.com;Other;;
Aux International;;;https://www.google.com;Other;;
Sucheme;;;https://www.google.com;Other;;
Finances Et Pédagogie;;;https://www.google.com;Formation/Education;;
Société De Services;;;https://www.google.com;Other;;
Association Olga Spitzer;;;https://www.google.com;Other;;
Alliance Gestion;;;https://www.google.com;Other;;
Groupe Réside-Etudes;;;https://www.google.com;Recruitment;;
Adone Conseil;;;https://www.google.com;Other;;
Autohero;;;https://www.google.com;Other;;
France Billet S.A.S;;;https://www.google.com;Other;;
Startworkup;;;https://www.google.com;Formation/Education;;
Flying Tiger Copenhague;;;https://www.google.com;Other;;
Lyde Conseil;;;https://www.google.com;Other;;
Jam Solutions;;;https://www.google.com;Formation/Education;;
Superprod;;;https://www.google.com;Other;;
Première Urgence Internationale;;;https://www.google.com;Other;;
Emeis;;;https://www.google.com;Recruitment;;
Qr Versailles Tertiaire;;;https://www.google.com;Recruitment;;
Cofigeo;;;https://www.google.com;Other;;
Auxi International;;;https://www.google.com;Other;;
Arcese Transport France;;;https://www.google.com;Recruitment;;
Amaclio Productions;;;https://www.google.com;Other;;
Doctrine;;;https://www.doctrine.fr/;Other;;
Covage;;;https://www.covage.com/;Other;;
Haier Europe;;;https://www.haier-europe.com/;Other;;
Goron;;;https://www.goron.fr/;Recruitment;;
Kyocera Avx Components (Saint-Apollinaire) S.A.S;;;https://industrie.usinenouvelle.com/tpc-saint-apollinaire,4064;Other;;
Mister Garden;;;https://www.mister-garden.com/;Other;;
Polène;;;https://www.polene-paris.com/;Other;;
Tomorrow Food;;;https://www.tomorrowfood.fr/;Other;;
Locke;;;https://en.wikipedia.org/wiki/John_Locke;Formation/Education;;
Starbucks;;;https://www.starbucks.fr/;Recruitment;;
Microids;;;https://www.microids.com/;Other;;
Hôtel Prince De Galles Paris;;;https://www.marriott.com/fr/hotels/parlc-prince-de-galles-a-luxury-collection-hotel-paris/overview/;Other;;
Joker Paris;;;https://joker-paris.com/;Other;;
Séminaires / Culture / Loisirs;;;https://fr.indeed.com/q-s%C3%A9minaires-culture-loisirs-emplois.html;Other;;
Hollister Co. Stores;;;https://www.hollisterco.com/storelocator;Other;;
Leem;;;https://www.leem.org/;Formation/Education;;
Appi;;;https://appi-interim.fr/;Recruitment;;
Ntt Data Business Solutions;;;https://nttdata-solutions.com/fr/;Other;;
Hôpital Paris Saint-Joseph;;;https://www.hpsj.fr/;Recruitment;;
Ville De Montreuil;;;https://www.montreuil.fr/;Other;;
Aux Captifs La Liberation;;;https://www.captifs.fr/;Other;;
Athoria;;;https://athoria.fr/;Other;;
Ordre De Malte;;;https://www.ordredemaltefrance.org/;Other;;
Cdi;;;https://travail-emploi.gouv.fr/droit-du-travail/les-contrats-de-travail/article/le-contrat-de-travail-a-duree-indeterminee-cdi;Other;;
Majordome;;;https://www.larousse.fr/dictionnaires/francais/majordome/48768#:~:text=Ma%C3%AEtre%20d'h%C3%B4tel%2C%20chez%20un,et%20chef%20de%20la%20domesticit%C3%A9.;Recruitment;;
Cram Ile-De-France;;;https://www.cramif.fr/;Formation/Education;;
Réunion Des Musées Nationaux - Grand Palais;;;https://rmngp.fr/;Other;;
Bredin Prat;;;https://www.bredinprat.fr/fr/;Other;;
Gim;;;https://gim-idf.fr/;Formation/Education;;
Oneside Consulting Group;;;https://www.oneside.fr/;Other;;
Ortec Group;;;https://ortec-group.com/en/;Other;;
Mairie Du Kremlin Bicetre;;;https://www.kremlinbicetre.fr/;Other;;
Meotec;;;https://meotec.com/en/;Other;;
Anses;;;https://www.anses.fr/en;Other;;
Inrs;;;https://www.inrs.fr/;Formation/Education;;
Groupe Ortec;;;https://ortec-group.com/;Other;;
Iqvia;;;https://www.iqvia.com/;Other;;
Fimatec Ingénierie;;;https://fimatec-ing.com/;Other;;
Technipfmc;;;https://www.technipfmc.com/;Recruitment;;
Assystem;;;https://www.assystem.com/en/;Recruitment;;
Canal Plus;;;https://www.canalplus.com/;Other;;
Onera;;;https://www.onera.fr/en;Other;;
Diagnostica Stago;;;https://www.stago.com/;Other;;
Saft;;;https://saft.com/;Other;;
Flexim Group Sa;;;https://www.fleximgroup.com/;Other;;
Hgn Services;;;https://fr.linkedin.com/in/hgn-services-66711a160;Other;;
Auto Performance Paris 15;;;https://aston-martin.auto-selection.com/reseau/concession-ile-de-france/11/aston-martin-auto-performance-paris-distributeur-paris-75-fiche-22278.php;Other;;
Cabinet Orl Nicolo;;;https://www.doctolib.fr/cabinet-medical/paris/cabinet-orl-nicolo#:~:text=Le%20cabinet%20d'ORL%20rue,et%20les%20bilans%20de%20vertiges.;Other;;
Hôtesse D'Accueil;;;https://www.onisep.fr/ressources/univers-metier/metiers/hote-hotesse-d-accueil;Recruitment;;
Prosecur Services;;;https://www.prosecur.fr/;Other;;
Le Palais;;;https://www.lepalais.fr/;Other;;
Hôtel Rochechouart;;;https://www.orsohotels.com/hotel-rochechouart;Other;;
Fitz Group;;;https://fitz-group.fr/;Other;;
Au Bain De Soleil;;;https://www.aubaindesoleil.com/;Other;;
Groupe Onet;;;https://www.groupeonet.com/;Formation/Education;;
Novoform;;;https://www.novoform.com/;Formation/Education;;
Cityone - Accueil;;;https://www.google.com;Recruitment;;
Emargence;;;https://www.google.com;Other;;
Thomas Mazieres;;;https://www.google.com;Other;;
Ccm Benchmark;;;https://www.google.com;Formation/Education;;
Ascendis Pharma;;;https://ascendispharma.com/;Other;;
Manda;;;https://www.manda.fr/;Other;;
Auvm;;;https://www.auvmvaldumonde.com/;Other;;
Officy;;;https://www.officy.io/;Recruitment;;
Agence Sharing;;;https://www.sharing.agency/;Other;;
Groupe Urvika;;;https://www.urvika.com/fr/accueil/;Recruitment;;
Adopte Un Mec;;;https://www.adopteunmec.com/;Other;;
Apei De La Boucle De La Seine;;;https://www.apei-bs-asso.fr/;Other;;
Stagup;;;https://stagup.fr/;Recruitment;;
Flexai;;;https://flex.ai/;Other;;
Insertion Service;;;http://www.insertionservice.fr/;Other;;
Kumho Tire France;;;https://kumhotire.fr/;Other;;
Onepoint Group;;;https://www.groupeonepoint.com/en/;Other;;
Cadremploi;;;https://www.cadremploi.fr/;Recruitment;;
Sanofi;;;https://www.sanofi.com/en;Other;;
Ibm;;;https://www.ibm.com/;Other;;
Dhl;;;https://www.dhl.com/us-en/home.html;Other;;
Ecole Des Mines De Paris;;;https://www.minesparis.psl.eu/;Formation/Education;;
Orange Business Services;;;https://www.orange-business.com/en;Formation/Education;;
Veolia Environnement;;;https://www.veolia.com/fr;Recruitment;;
Groupe Edf;;;https://www.edf.fr/groupe-edf;Other;;
Groupe Total;;;https://totalenergies.com/fr;Other;;
Groupe Schneider;;;https://www.se.com/ww/fr/about-us/;Other;;
Groupe Vinci;;;https://www.vinci.com/;Recruitment;;
Groupe Casino;;;https://www.groupe-casino.fr/;Other;;
Epitec;;;https://epitec.com/;Recruitment;;
Wipro;;;https://www.wipro.com/;Formation/Education;;
Sopra Steria;;;https://www.soprasteria.com/;Other;;
Ernst & Young;;;https://www.ey.com/en_gl;Formation/Education;;
Ecole Des Hautes Études Commerciales;;;https://www.hec.edu/fr;Formation/Education;;
Institut De Formation En Alternance;;;https://www.alternance-professionnelle.fr/cfa-centres-formation-apprentis/;Formation/Education;;
Institut Mines-Télécom;;;https://www.imt.fr/imt-accueil/;Formation/Education;;
Université Paris-Dauphine;;;https://dauphine.psl.eu/;Formation/Education;;
École Des Hautes Études En Sciences Sociales;;;https://www.ehess.fr/fr;Formation/Education;;
Institut National Supérieur De Formation De L'Enseignement Supérieur;;;https://www.inshea.fr/;Formation/Education;;
Cité Scolaire Internationale;;;https://csilyon.ent.auvergnerhonealpes.fr/;Recruitment;;
Lycée Français Charles De Gaulle;;;https://www.lyceefrancais.org.uk/;Formation/Education;;
École De Formation En Alternance;;;https://www.letudiant.fr/fiches/etudes/filieres-apprentissage-et-alternance.html;Formation/Education;;
École Polytechnique;;;https://www.polytechnique.edu/;Formation/Education;;
Université Paris-Descartes;;;https://u-paris.fr/;Formation/Education;;
Institut National De Recherche Pour L'Environnement Et L'Agroécologie;;;https://www.inrae.fr/;Other;;
Université Paris-Est Créteil;;;https://www.u-pec.fr/;Formation/Education;;
École Des Ponts Paristech;;;https://ecoledesponts.fr/;Formation/Education;;
Université Paris-Nord;;;https://www.univ-spn.fr/;Formation/Education;;
Université Paris-Sud;;;http://www.universite-paris-saclay.fr/;Formation/Education;;
Atos;;;https://atos.net/en;Other;;
Free;;;https://www.free.fr/;Other;;
Bouygues;;;https://www.bouyguestelecom.fr/;Other;;
Schneider Electric;;;https://www.se.com/ww/en/;Other;;
Vinci;;;https://www.vinci.com/;Recruitment;;
Assistant(E) Juridique;;;https://www.studyrama.com/formations/fiches-metiers/droit-justice/assistant-juridique-1126#:~:text=L'assistant%20juridique%20assure%20les,juristes%20pour%20lesquels%20il%20travaille.;Formation/Education;;
Startups France;;;https://www.alliancy.fr/linkedin-20-startups-prometteuses;Other;;
Deloitte;;;https://www2.deloitte.com/fr/fr/pages/home.html;Other;;
Microsoft;;;https://www.microsoft.com/;Formation/Education;;
Lvmh;;;https://www.lvmh.com/;Other;;
Dentsu Aegis Network;;;https://www.dentsu.com/;Other;;
Google;;;https://www.google.com;Other;;
Carrefour;;;https://www.google.com;Other;;
Auchan;;;https://www.google.com;Recruitment;;
Lidl;;;https://www.google.com;Other;;
Interspar;;;https://www.google.com;Other;;
Cdiscount;;;https://www.google.com;Other;;
Alstom;;;https://www.google.com;Other;;
Total;;;https://www.google.com;Other;;
Airbus;;;https://www.google.com;Other;;
Bouygues Immobilier;;;https://www.google.com;Other;;
Sofres;;;https://www.google.com;Other;;
Eurazeo;;;https://www.google.com;Other;;
Korian;;;https://www.google.com;Other;;
Eiffel Group;;;https://www.google.com;Other;;
Ecole Des Hautes Études Commerciales (Hec);;;https://www.google.com;Formation/Education;;
Saint-Gobain Construction;;;https://www.google.com;Other;;
Eurazele;;;https://www.google.com;Other;;
Café De La Paix;;;https://www.google.com;Other;;
Le Bristol Paris;;;https://www.google.com;Other;;
Hôtel Le Walt;;;https://www.google.com;Other;;
Le Grand Hôtel;;;https://www.google.com;Other;;
Le Royal Monceau Raffles;;;https://www.google.com;Other;;
Criteo;;;https://www.google.com;Other;;
Dynamis Rh;;;https://www.dynamis-rh.com/;Recruitment;;
Pmu;;;https://www.pmu.fr/;Other;;
Communication & Médias;;;https://www.onisep.fr/ressources/univers-formation/formations/post-bac/medias-et-communication;Formation/Education;;
Randstad Search Super Recruteur;;;https://www.randstad.fr/recruteurs/recrutement-cadres/;Recruitment;;
Focus On Offshore;;;https://www.focusoffshoreservices.com/;Recruitment;;
Noschool;;;https://www.noschool.fr/;Formation/Education;;
Naturalia France;;;https://www.naturalia.fr/;Other;;
Cci;;;https://www.cci.fr/;Formation/Education;;
Dlsi France;;;https://groupedlsi.com/;Other;;
Permistar;;;https://www.permistar-autoecole.com/;Formation/Education;;
Bts Sam;;;https://www.onisep.fr/ressources/univers-formation/formations/post-bac/bts-support-a-l-action-manageriale;Formation/Education;;
Archibat;;;https://archibat.com/fr;Recruitment;;
Robert Half - Interim France;;;https://www.roberthalf.com/fr/fr;Recruitment;;
Dessange;;;https://dessange.com/;Other;;
Stages;;;https://www.1jeune1solution.gouv.fr/stages;Recruitment;;
Paris;;;https://www.paris.fr/;Other;;
Unknown;;;https://en.wikipedia.org/wiki/Unknown_(2011_film);Other;;
Altice Media - Bfm Rmc;;;https://www.alticemedia-adsconnect.fr/;Other;;
Connectt Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/connectt-84421.html;Recruitment;;
Nextgen Rh Super Recruteur;;;https://www.nextgenrh.fr/;Recruitment;;
Apave Île-De-France;;;https://france.apave.com/;Other;;
Mercato De L'Emploi;;;https://www.mercato-emploi.com/;Recruitment;;
L'École Française Île-De-France;;;https://lecolefrancaise.fr/;Formation/Education;;
Al H/F Talents Unis;;;https://www.talents-unis.com/;Recruitment;;
Maif;;;https://www.maif.fr/;Other;;
Instan;;;https://www.instan.fr/;Other;;
Arbitrage International;;;https://www.dalloz.fr/documentation/Document?id=DZ%2FOASIS%2F000059#:~:text=L'arbitrage%20international%20est%20le,des%20int%C3%A9r%C3%AAts%20du%20commerce%20international.;Other;;
City Linked;;;https://citylinked.fr/;Other;;
Family Office;;;https://en.wikipedia.org/wiki/Family_office;Other;;
Entreprise De Transport;;;https://www.pagesjaunes.fr/annuaire/paris-75/entreprise-de-transport-routier;Other;;
Escg (Ecole Supérieure Comptabilité Gestion);;;https://escg.fr/;Formation/Education;;
Adoma Super Recruteur;;;https://www.hellowork.com/fr-fr/emplois/50366375.html;Recruitment;;
Gfp_Tech;;;https://www.gfptechnologies.fr/;Formation/Education;;
Ao&You;;;https://www.ao-and-you.fr/;Other;;
Moët Hennessy Europe;;;https://www.lvmh.com/houses/wines-spirits/;Other;;
Auto École;;;https://www.stych.fr/;Formation/Education;;
Pfizer;;;https://www.pfizer.com/;Other;;
Grand Groupe Français;;;https://fr.indeed.com/conseils-carrieres/trouver-un-emploi/grandes-entreprises-france;Other;;
Metro;;;https://www.metro.fr/;Other;;
Rh;;;https://rh.com/;Recruitment;;
Cabinet De Recrutement;;;https://www.michaelpage.fr/;Recruitment;;
Banque Natixis;;;https://www.google.com;Other;;
La Foret;;;https://www.laforet.com/;Other;;
Agence Immobilière;;;https://www.orpi.com/;Other;;
Auto Consultant;;;https://www.autoconsultant.fr/;Formation/Education;;
N.D.R.C.;;;https://www.onisep.fr/ressources/univers-formation/formations/post-bac/bts-negociation-et-digitalisation-de-la-relation-client;Formation/Education;;
Astoria Recrutement;;;https://www.astoriarecrutement.com/;Recruitment;;
Gojob;;;https://gojob.com/;Formation/Education;;
Ami;;;https://www.amiparis.com/;Other;;
Kenzo;;;https://www.kenzo.com/en-fr/home;Other;;
Bourjois.Fr;;;https://bourjois.fr/;Other;;
Thélios;;;https://www.lvmh.fr/rapportannuelinteractif2018/fr/104-Thelios.html;Other;;
Jacobs Douwe Egberts;;;https://www.jacobsdouweegberts.com/;Other;;
Labor Hako;;;https://www.hako.fr/en/;Other;;
Lancaster;;;https://www.lancaster.com/;Other;;
Socoo'C Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/socoo-c-47206/metier_cuisiniste.html;Recruitment;;
Régional Intérim Et R;;;https://www.regional-interim.fr/;Formation/Education;;
Circet Services;;;https://www.circet.fr/;Formation/Education;;
Gpme - Acaris;;;https://fr.linkedin.com/jobs/view/alternance-assistant-de-gestion-bac-%2B2-bts-gpme-acaris-h-f-at-groupe-igf-3923035067;Formation/Education;;
Alteresco;;;https://www.alteresco.fr/;Other;;
Amore Pacific Europe;;;https://www.google.com;Other;;
Sncf Voyageurs;;;https://www.sncf-voyageurs.com/;Other;;
Selectra;;;https://selectra.info/;Other;;
Fed Group Super Recruteur;;;https://www.fed-group.fr/;Recruitment;;
Urvika;;;https://www.urvika.com/en/home/;Recruitment;;
Altarea;;;https://www.altarea.com/en;Other;;
Moore;;;https://www.mooredesign.fr/;Other;;
Lynx Rh Super Recruteur;;;https://www.lynx-rh.com/;Recruitment;;
Team Rh Île-De-France;;;https://www.teamrh.com/;Recruitment;;
Pigier;;;https://www.pigier.com/;Formation/Education;;
Winsearch Super Recruteur;;;https://winsearch.fr/;Recruitment;;
Bwo Recrutement;;;https://www.bwo-recrutement.fr/;Recruitment;;
Acoges;;;https://www.acoges.com/;Recruitment;;
Muséum Nationel D'Histoire Naturelle;;;https://www.mnhn.fr/fr;Other;;
Nacco;;;https://www.nacco.io/;Recruitment;;
Bruce;;;https://www.bruce.work/fr;Recruitment;;
Work & You;;;https://workandyou.fr/;Recruitment;;
Ifa Business School;;;https://www.ifa-formation.fr/;Formation/Education;;
Idf;;;https://www.idf.il/en/;Recruitment;;
Wefy Group;;;https://wefy-group.com/;Recruitment;;
Eficia;;;https://eficia.com/en/;Other;;
Major Job;;;https://www.majorjob.fr/;Recruitment;;
Techdata;;;https://fr.tdsynnex.com/;Other;;
Stelliant;;;https://www.stelliant.com/en/;Other;;
Adroi;;;https://www.adroi.fr/;Other;;
Olys Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/ollys-106193.html;Recruitment;;
Lapérouse Hr Services;;;https://laperousehrservices.com/;Recruitment;;
Milicare;;;https://www.milicare.app/;Recruitment;;
Omeva;;;https://www.omeva.fr/;Recruitment;;
Computacenter;;;https://www.computacenter.com/;Other;;
Adeoz Super Recruteur;;;https://adeoz.fr/;Recruitment;;
Opcvm;;;https://www.insee.fr/fr/metadonnees/definition/c1589#:~:text=Les%20organismes%20de%20placement%20collectif,cot%C3%A9es%2C...).;Other;;
Ct - Pea;;;https://selectra.info/finance/guides/ou-placer-son-argent/compte-titre-ou-pea;Other;;
Groupe Actual Super Recruteur;;;https://www.groupeactual.eu/offre-emploi;Recruitment;;
Aure Consulting;;;https://fr.linkedin.com/company/aure-consulting;Recruitment;;
Cvsearcher;;;https://www.cvsearcher.com/;Recruitment;;
Jobmania;;;https://www.jobmania.fr/;Other;;
Groupe Advenis;;;https://www.advenis.com/;Other;;
Amalo Recrutement Super Recruteur;;;https://fr.linkedin.com/company/amalo-recrutement;Other;;
Groupe Izimmo;;;https://www.izimmo.com/;Other;;
Gpme - Aston;;;https://capijob.com/emploi/annonce/504480274-groupe-igf-par-capijobnew-assistante-administratifve-back-office-hf-bts-gpme-aston.html;Formation/Education;;
Grand Est H/F;;;https://www.grandest.fr/;Recruitment;;
Hays France & Luxembourg;;;https://www.hays.fr/;Recruitment;;
Adv H/F;;;https://www.expectra.fr/fiche-metier/assistant-adv/;Recruitment;;
Business France;;;https://www.businessfrance.fr/;Other;;
